status_id,status_giver_name,status_giver_id,status_message,link_name,status_type,status_link,status_published,num_reactions,reaction_giver_idnum_comments,comment_giver_id,num_shares
172177269650835_710313349170555,Ziaur Rahman Khan Liton,10211382079376553,"Addition of value with INNOVATIVE IDEA is one of the component of innovative supply chain.

১৯৭৪ সালের কথা ।
.
ব্রুকলিন, নিউ ইয়র্ক । কুখ্যাত বস্তিতে বাস করে ১৩ বছরের কিশোর মাইকেল । বর্ণবৈষম্য থেকে আমেরিকা পুরোপুরি বের হতে পারেনি তখনো , চাকুরী পাওয়া দুষ্কর কালোদের জন্য । তার উপরে চার ভাইবোন, সংসার চালাতে হিমসিম খেতে হয় মাইকেলের বাবাকে ।
.
মাইকেল নিজেও তার ভবিষ্যত নিয়ে চিন্তিত, পড়াশোনা ভালো লাগে না একদম। সময় পেলেই তাই মাইকেল টিলার উপরে গিয়ে আনমনে সূর্যাস্ত দেখে, সূর্য ডোবার সময় কেমন যেন নীরব হয়ে যায় শহরটা, ভালো লাগে তার ।
.
একদিন মাইকেলের বাবা তাকে একটা পুরনো টিশার্ট দিলেন । বললেন, ' সর্বোচ্চ কতো দাম হতে পারে এটার ?'
.
মাইকেল অনেক ভেবেচিন্তে উত্তর দিলো – ' সর্বোচ্চ এক ডলার'
.
মাইকেলের বাবা তার কনিষ্ঠ পুত্রকে তখন একটা কাজ দিলেন – ' চেষ্টা করো, কিভাবে এই টিশার্টটি দুই ডলারে বিক্রি করা যায়। আমার আর তোমার মা'র পক্ষে সংসার চালানো কষ্ট হয়ে যাচ্ছে খুব। অনেক সাহায্য হবে এই দুই ডলার পেলে।'
.
মাইকেল বসে বসে ভাবতে লাগলো । তারপর মাইকেল পুরনো টিশার্টটিকে ধুয়ে পরিষ্কার করলো, রোদে শুকালো । বাসায় ইস্ত্রি নেই, পুরনো কাপড়ের স্তুপে চাপা দিয়ে সমান করলো টিশার্টটা । তারপর, ছয় ঘন্টা ধরে চেষ্টার পর, মাইকেল টিশার্টটা বিক্রি করতে পারলো পাতাল রেলের এক যাত্রীর কাছে , দুই ডলারে।
.
'রেখে দাও' – সহাস্যে বললেন মাইকেলের বাবা । 'ওটা তোমার উপার্জন ।'
.
পরদিন সকালে মাইকেলের বাবা তাকে আর একটি পুরনো টিশার্ট এনে দিলেন । বললেন, ' এটা বিশ ডলারে বিক্রি করতে পারবে ? '
.
মাইকেল হেসে ফেললো এবার – ' অসম্ভব, কে কিনবে বিশ ডলারে এই শার্ট ?'
.
বাবা বললেন , ' সম্ভব, চেষ্টা করে দেখো তুমি ।'
.
মাইকেল চিন্তায় বসলো কিভাবে এই ময়লা শার্টকে বিশ ডলারে বিক্রি করা যায় । আগেরবারের মতই সে শার্ট পরিষ্কার করলো, ইস্ত্রি করলো । তারপর তার মাথায় চমৎকার একটা বুদ্ধি আসলো ।
.
মাইকেলের এক বন্ধু চমৎকার ছবি আঁকতো । মাইকেল আগের দুই ডলার দিয়ে রং আর তুলি কিনে, সেটা দিয়ে টিশার্টে বন্ধুকে দিয়ে মিকি মাউস একেঁ ফেললো । তারপর টিশার্ট নিয়ে ব্রুকলিনের ধনী শিশুদের এক কিন্ডারগার্টেনে বিক্রির চেষ্টা ।
.
প্রায় সারাদিন চেষ্টার পর, এক অবস্থাসম্পন্ন শিশুর খুব পছন্দ হয়ে গেল টিশার্টটা । সে তার বাবার কাছে জিদ ধরলো সেটা কেনার জন্য । ভদ্রলোক বিশ ডলার দিয়ে শুধু কিনলেনই না, মাইকেলকে পাঁচ ডলার বখশিশও দিলেন।
.
'২৫ ডলার !!' – মাইকেলের পরিবারের পুরো সপ্তাহের উপার্জন !!
.
তারপরদিন সকালে মাইকেলের বাবা মাইকেলকে আর একটা পুরনো টিশার্ট এনে দিলেন । বললেন, ' এবার চেষ্টা করো, ২০০ ডলারে এই টিশার্ট বিক্রি করার ।'
.
মাইকেল কিন্তু এবার হাসলোনা । বরং টিশার্ট নিয়ে চিন্তা করতে বসলো কিভাবে এটাকে ২০০ ডলারে বিক্রি করা যায় ।
.
আমেরিকায় তখন 'চার্লিস এন্জেলস্' মুভি জনপ্রিয়তার তুঙ্গে । মুভির বিখ্যাত অভিনেত্রি ফারাহ্ ফওলার সিনেমার প্রোমোশনের কাজে আসলেন নিউইয়র্কে । প্রেস কনফারেন্স শেষে জনস্রোত সামলে অভিনেত্রি যখন গ্রীণরুমে পৌছালেন, দেখলেন, সেখানে ১৩ বছর বয়সের একটি ফুটফুটে কালো কিশোর একটি টিশার্ট নিয়ে দাড়িয়ে ।
.
'ম্যা'ম, আমি আপনার একজন অন্ধভক্ত । আপনি কি আমাকে দয়াকরে একটি অটোগ্রাফ দেবেন, আমার এই টিশার্টে ?'
.
হেসে ফেললেন অভিনেত্রী, এমন সুন্দর শিশুকে না করার প্রশ্নই ওঠে না ।
.
এর একসপ্তাহ পরে, ব্রুকলিনের নিলামঘরে দেখা গেল এক কালো কিশোরকে । সে মিস ফারাহ্ ফাওলারের নিজের হাতে অটোগ্রাফ দেয়া একটা টিশার্ট নিলাম করতে এসেছে ।
.
নিলামশেষে টিশার্টটি ১২৫০ ডলার দিয়ে কিনে নিলেন এক ব্যবসায়ী ।
.
সেদিন রাতে বাবার পাশে ঘুমাবার সময় মাইকেলের বাবা বললেন, ' মাইকেল, এই টিশার্ট বিক্রি থেকে তুমি কি শিখলে ?'
.
মাইকেল গম্ভীর হয়ে উত্তর দেয়, ""Where there's a will, there's a way.""
.
মাথা নাড়লেন মাইকেলের বাবা । 'দেখ, ছেলে, তুমি যা বলেছ, তা সত্যি । কিন্তু আমি তোমাকে শুধু এটাই শেখাতে চেয়েছিলাম যে, সামান্য পুরনো টিশার্টও অনেক টাকায় বিক্রি হতে পারে, যদি তুমি চাও । ঈশ্বর আমাদের জন্ম দিয়েছেন এই বস্তিতে, এই অভাবের সংসারে, তার মানে এই নয়, এখানে আমাদের সারা জীবন কাটাতে হবে । নিজের চেষ্টায়, পরিশ্রমে একদিন আমরাও পারি সফল হতে । হতাশ হলে চলবেনা তোমার, মাইকেল ; বরং জীবনকে ভিন্নভাবে দেখতে শেখো।'
.
এই ঘটনার বিশবছর পরে ফোর্বস ম্যাগাজিন, বিশ্বের সর্বোচ্চ উপার্জনকারী খেলোয়াড়টির একটি সাক্ষাৎকার নেয় । ভদ্রলোক বাস্কেটবলের জীবন্ত কিংবদন্তী, যার বাৎসরিক আয় ৪০ মিলিয়নের বেশি, নাইকিসহ হাজার হাজার ব্রান্ডে যার নাম। তিনি বিশ্বের প্রথম বিলিওনিয়ার খেলোয়াড় , বিশ্বের তৃতীয় সবোর্চ্চ আফ্রিকান–আমেরিকান ধনকুবের । সাক্ষাৎকারে তাকে তার সাফল্যের রহস্য জিজ্ঞাসা করা হলে তিনি আবারও বলেন, ""Where there's a will, there's a way.""
.
ভদ্রলোকের নাম মাইকেল জর্ডান ।",Photos from Ziaur Rahman Khan Liton's post,photo,https://www.facebook.com/photo.php?fbid=10212972327731768&set=gm.710313349170555&type=3,2017-05-31 12:17:37,265,"['1404235566334910', '10155616256806133', '10209978608853392', '648360392035601', '1847272218920944', '678761808998459', '10211906507477751', '1470429299691615', '10156094698823492', '311309769331573', '232899110530424', '397354227282098', '1622075137810933', '499568583723137', '1250531415056591', '1907884669534758', '202680333595940', '1991400797552017', '1960937654154283', '10210708831690214', '1592744424071257', '1501065056648796', '1934665173471326', '335743336864639', '300873003709500', '1915706148703237', '10214305981262087', '10212053456923619', '10213747894599793', '1158865124220500', '801680633327380', '487371014945100', '742941982579844', '1610261692326036', '10210009666786805', '1721109264860486', '10213787915111524', '1338214679626748', '155325778361768', '10212566871239710', '10210442626322584', '10214157538517945', '1942412732672367', '1868467079834972', '2005810462778215', '1405146076232404', '521366738194631', '255378871625910', '10213664982564015', '330503504057074', '209083486287058', '1339134122851063', '1259859767457668', '10209904622347523', '758237404337605', '1362809710506182', '253339641848693', '1639298676081595', '10211778974324841', '1322737807845385', '1882856681965747', '240673789786975', '1623376064340270', '1920655811541054', '1339904062774523', '10154037944062325', '1954992874781574', '1627455893944391', '739135216289060', '1439626556121992', '889269977902835', '1228240997230304', '477312682615467', '1973606069537170', '1138450332918884', '10211709412559095', '855815997904750', '1917117158576940', '483793358679836', '712160948969304', '670389219838269', '346090915827254', '1393450707390444', '1931889107057644', '156193954942855', '10211755548798688', '2002168530014089', '10155815060579691', '332634367162491', '1949033122049279', '10207968892236180', '10211759828785709', '1921626214744427', '1153427608092389', '1943518812597213', '1891196697798815', '10213228973269609', '10155321495810272', '867603186739742', '1928377364110713', '1072856622849682', '1520191618001472', '510928262585354', '878833075608055', '244845532690785', '829391163877765', '1604313229601265', '10213838897230489', '1744933068867343', '1734041863556455', '357575511325300', '1552627381433358', '10213441189601263', '1590489644334881', '10211373359502406', '1507737325920317', '1857712487782605', '1398130070263113', '1910029849220773', '1431055533671849', '272739013203206', '641442482693174', '1536848896374379', '1925714144355890', '1723548427949635', '1489466994506896', '1541264582590631', '1135649553201528', '1429092507184423', '1166540613490114', '10211746118471205', '1853395228321911', '10211695996389212', '672436182966694', '1592260844138736', '10153916107351572', '1625786124162301', '1078036808974116', '1904368909782789', '1916768941905383', '1453982564660270', '10212162021872695', '1917118065206025', '2062882980627391', '1262550627201532', '10202078067388733', '339900429779891', '1916444908630364', '10210222749230724', '473714959644809', '365541923865029', '1424744737614437', '1986358121601286', '733985940119260', '651881085006627', '1283170498413649', '1730811560265677', '1530800826965655', '138705740057033', '911597655638591', '1972674649639926', '832846383543949', '1944880942468204', '746924415456487', '1996385413720270', '1207134892725895', '1506075382749294', '10214276890823193', '1912193342352330', '10211935405124503', '10155649835365229', '10203478675284363', '1140728802707614', '1296345113797335', '1252743628097049', '1483350685060766', '1664618343835927', '1776863959242296', '1623293637788088', '10211577019594667', '10209697525415845', '323306794779818', '247753925735516', '800175253496701', '1427917327262728', '298767327262502', '1390330474368503', '1743887165651853', '10210093727128290', '861959307240884', '1240316422763197', '733065286904719', '10154773393365869', '10208035997519696', '1799696793375616', '1258680184258364', '156011971624838', '797735933734506', '361229544293021', '336352146786849', '10208582486393802', '1812508498764705', '1936560186587628', '347868398980803', '1349868225130839', '1291074634324145', '804631063050961', '1246816598712874', '1327465100714643', '817555951752684', '1382516551783227', '10209718204380253', '927752524047120', '1736312443353203', '1367176786694096', '1437497773003965', '1479255982097015', '1960425764234691', '1795401033809613', '2321327898092885', '1576244935721308', '1249529141822202', '1869977059996186', '2009136942445354', '142829839634487', '1240742489404638', '10210018386829355', '10214696629916425', '502729863402891', '1956523701252100', '10155128986286622', '1786692438261828', '500511963622077', '495264107478738', '1522508244471964', '1916405048574900', '10211508170392316', '1123850404425979', '1473411249412544', '664616827068288', '322787634838263', '1992364957456460', '1804891376476173', '10211127424239229', '1562465157139749', '1584207184984236', '1864130680572160', '785633628265122', '1865481643670907', '1344763042263202', '10214247214038347', '1930662730541553', '1759374187425243', '1784430888513701', '1646869668670282', '631291770385876', '1768415670041755', '1385639741470788', '10213686196331535', '1347728692021268', '10214214431373628', '10154393050798495', '10209906396675193', '1810148522598540']",15,"['10154393050798495', '142829839634487', '1249529141822202', '2321327898092885', '804631063050961', '797735933734506', '1240316422763197', '10155649835365229', '1192334887468497', '1192334887468497', '10207968892236180', '1789150957778839', '1747721861909148', '1942412732672367', '10208168164945344']",121
172177269650835_712024465666110,Swapan Mukherjee,2123610084525884,"বরগুনা জেলায় হিজড়া জনগোষ্ঠীর জীবন মান উন্নয়নে ৫০ দিন ব্যাপী ভিত্তিমুলক প্রশিক্ষণে আজ ছিল সমাপনী দিন।  সমাপনী অনুষ্ঠানে প্রধান অতিথি ছিলেন ড. মহা বশিরুল আলম, জেলা প্রশাসক, বরগুনা,  বিশেষ অতিথি ছিলেন পুলিশ সুপার,  সিভিল সার্জন, অন্যান্য অতিথি বৃন্দ। সভাপতিত্ব করেন স্বপন কুমার মুখার্জী, উপপরিচালক, জেলা সমাজসেবা কার্যালয় বরগুনা।",Photos from Swapan Mukherjee's post,photo,https://www.facebook.com/photo.php?fbid=2085459868340906&set=gm.712024465666110&type=3,2017-06-04 10:47:17,63,"['461894550844448', '1199511756802307', '1382516551783227', '1340469556003781', '286511621823202', '1736000980032574', '1943190185953085', '1254262941301926', '1356905217676360', '10213892193925556', '232899110530424', '340095633094262', '10208527744294507', '1563598490371669', '1844830459135365', '397354227282098', '1722562271406167', '10157095378241509', '334781610312091', '582715171931714', '1515434191806614', '202680333595940', '481719245515579', '470659129934445', '140676089753020', '930754947060470', '786786564825605', '797735933734506', '1321511197900120', '1795864190705489', '932333863616491', '1219145218182276', '1454912767937100', '1469385209807240', '1249085795218736', '10157964310570707', '10210442626322584', '1315741761857190', '1606739522723765', '727243740800643', '817201915124428', '1957914257825018', '1178736162213035', '1546610645357276', '1487840601272813', '10209040579560595', '311317799330239', '1575459639192803', '1916136121988807', '10154147555198176', '1279812998756445', '803361606507787', '10212119170126555', '1833684526854661', '1406136466167604', '1768415670041755', '10211373611953760', '1380800418682932', '1021951501240561', '232170307206444', '10213792176103437', '654085098133680', '568989039961008']",3,"['470659129934445', '1806981606281602', '919799078156711']",2
172177269650835_711125539089336,Md Shariful Islam,10206201113425163,স্বপ্নের স্কুল তৈরির স্বপ্নটা শুরু হয় 2015 সালে | উপজেলা শিক্ষা অফিসার হিসেবে এই স্বপ্নটা খুবই প্রাসঙ্গিক কিন্তু কিভাবে কোথা থেকে যে শুরু করবো সেটাই বুঝতে পারছিলাম না | সকলের সহযোগিতায় এখন আমার স্বপ্নের স্কুলের স্বরূপ স্বমহিমায় উদ্ভাসিত| ধন্যবাদ জানাই সংশ্লিষ্ট সকলকে বিশেষ করে এটু আই কে | অনেক প্রাপ্তি ই এসেছে ইতোমধ্যে |  সর্বশেষ সংযোজন প্রথম আলো পত্রিকায় এর অবতারণা |,Photos from Md Shariful Islam's post,photo,https://www.facebook.com/photo.php?fbid=10207345548275319&set=gm.711125539089336&type=3,2017-06-02 10:09:39,122,"['785542278284531', '10211906507477751', '1254262941301926', '1356905217676360', '232899110530424', '340095633094262', '10208527744294507', '1515434191806614', '568989039961008', '352770528411575', '1199511756802307', '215614048963444', '10202525554217073', '305624413219968', '571608193031206', '201116727087276', '1219145218182276', '242558179596889', '1768415670041755', '1443833942373973', '1338214679626748', '1306902966095623', '10210442626322584', '1957914257825018', '363517104065116', '1837304149882902', '1935428780052692', '1183754858344696', '526920910972191', '1321511197900120', '1157608691009999', '328228960958043', '1367079216709448', '283861472022271', '888266171330752', '1361135140660419', '10208422702382026', '499228727079470', '1128287347270972', '955247807909072', '1528437290559910', '1833144960349121', '1284255281617536', '818186808337118', '171073310036654', '10211778974324841', '1796118773982409', '1881714532151332', '302976806842146', '763795143802460', '10209960293796189', '834665266700906', '1854382238212031', '1350100868430684', '1200170066795139', '450524295340232', '1951691238449000', '1278141085577190', '1394064143961126', '1340469556003781', '1423939844327055', '1602947733062963', '543796409299217', '1416323341795927', '1410840495676973', '864287140389438', '2302833319940960', '234388033749196', '840401959462416', '10154199255683589', '1572490679492388', '1265224030256644', '1125650617578383', '1405400182830920', '732984673521515', '526231924375082', '497890907223250', '673544942843038', '272739013203206', '309023999524742', '244704832715618', '295431114193954', '1502363529831223', '1880192188968258', '343005479470863', '10210764792609761', '10213892193925556', '914862868661782', '1499082836822632', '539845623072828', '855815997904750', '479980769022383', '1189313037790595', '1228240997230304', '293861031022580', '784835138350879', '1386813131351597', '1398808236836610', '357083164674447', '671106086414491', '700350660128659', '1531534833529020', '418206805220074', '685754434926361', '1736942293272131', '965986613533483', '634721500050301', '1931889107057644', '1054025584734005', '1623063387735440', '1508040192596856', '592435514293572', '204910863362818', '841625599326957', '10209707699351197', '838902989612187', '376839236064303', '603971276477030', '142829839634487', '10154299581542972', '804631063050961', '1382516551783227']",21,"['804631063050961', '603971276477030', '376839236064303', '1035401633252730', '10212162021872695', '10206201113425163', '1368121336641457', '10206201113425163', '10206201113425163', '10206201113425163', '10206201113425163', '10206201113425163', '1776036889103896', '10209960293796189', '1383998938311663', '10208422702382026', '1183754858344696', '804631063050961', '1776863959242296', '305624413219968', '1806981606281602']",29
172177269650835_712335792301644,Mehedi Hasan Khan,10211046829385336,"একসেস টু ইনফরমেশন প্রোগ্রাম (এটুআই) এর সহযোগিতায় 
গত ০৩-০৪ জুন ২০১৭ তারিখে বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়ে অনুষ্ঠিত হয়েছে ""নাগরিক সেবায় উদ্ভাবন"" বিষয়ক ২য় ব্যাচের ০২ (দুই) দিন ব্যাপী প্রশিক্ষণ কর্মশালা। উক্ত কর্মশালায় প্রধান অতিথি হিসাবে উপস্থিত ছিলেন বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়ের মাননীয় মন্ত্রী জনাব রাশেদ খান মেনন, এমপি; বিশেষ অতিথি হিসাবে উপস্থিত ছিলেন জনাব এস.এম. গোলাম ফারুক, সচিব, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয় এবং সভায় সভাপতিত্ব করেন জনাব মোঃ ইমরান, অতিরিক্ত সচিব, বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়। কর্মশালায় মন্ত্রণালয় ও এর অধীন সংস্থার মোট ৩২ জন কর্মকর্তাকে প্রশিক্ষণ প্রদান করা হয়েছে।",Photos from Mehedi Hasan Khan's post,photo,https://www.facebook.com/photo.php?fbid=10212742207968741&set=gm.712335792301644&type=3,2017-06-05 03:05:04,58,"['487709598228434', '1321511197900120', '1254262941301926', '1356905217676360', '10213892193925556', '232899110530424', '340095633094262', '1664618343835927', '1515434191806614', '568989039961008', '461894550844448', '1199511756802307', '10213864436628019', '10210288429300934', '1840743642881984', '10211764097725070', '10207227387323037', '797735933734506', '1295579597204122', '10209960293796189', '1421412074584083', '720904144738570', '319931181766106', '1825621324382932', '753121338169181', '10154715300667921', '1219145218182276', '1158865124220500', '1372256986179029', '1768415670041755', '1624036174335630', '1284255281617536', '1906603169610560', '716531541851172', '1903222583240013', '1454912767937100', '10209193088253497', '2003667069862916', '1887515021488777', '685754434926361', '10213229101551593', '1791776964402439', '830366417126084', '1382516551783227', '486574505025214', '1264862626956227', '1888246861406958', '142829839634487', '10211106678132223', '696960983803071', '1933668416874521', '762807097231018', '1270634173000342', '1531534833529020', '10210442626322584', '1801423646797972', '1870301306541863', '1355609651178342']",1,['10213864436628019'],2
172177269650835_712332372301986,Animesh Chandra Bain,10154258282604227,,"Department of Social Services, Bangladesh",video,https://www.facebook.com/dss.gov.bd/videos/1336694686451107/,2017-06-05 02:47:14,43,"['461894550844448', '10211906507477751', '1382516551783227', '1254262941301926', '1356905217676360', '232899110530424', '340095633094262', '582715171931714', '202680333595940', '568989039961008', '1199511756802307', '10211199327280429', '470659129934445', '10213892193925556', '1515434191806614', '10209960293796189', '1840743642881984', '1913177102295313', '685754434926361', '930754947060470', '1191622157584396', '797735933734506', '1925402921066231', '1321511197900120', '1171928472893902', '1955018314739295', '10207224381520171', '932333863616491', '753121338169181', '855815997904750', '1158865124220500', '1361814970553286', '463072390721638', '672813879595279', '1903222583240013', '1768415670041755', '10210442626322584', '1801423646797972', '876304572526383', '584551728601370', '1311898522163603', '10210039265530353', '1219145218182276']",2,"['1903222583240013', '470659129934445']",3
172177269650835_580970738771484,DC Zakir Jhenaidah,627700760750356,"Facebook এর মাধ্যমে নাগরিক সমস্যার সমাধান।
ঝিনাইদহ শহরের পাগলাকানাই মোড়ের জনৈক বাসিন্দা উক্ত এলাকার জলাবদ্ধতার দূর্ভোগ থেকে রক্ষার জন্য ফেইস বুকের মাধ্যমে জেলা প্রশাসক ঝিনাইদহের দৃষ্টি আকর্ষন করেন ।( ছবি -১)
জেলা প্রশাসক জনগনের আহবানে সাড়া দিয়ে বিজ্ঞ এক্সিকিউটিভ ম্যাজিস্ট্রেট জনাব সোহেল সুলতান জুলকার নাইন কবিরকে প্রয়োজনীয় নির্দেশনা দিয়ে উক্ত এলাকায় প্রেরন করেন। বিজ্ঞ ম্যাজিস্ট্রেট ঝিনাইদহ পৌরসভা এবং এলাকার জনগনের সহায়তায় পানি নিষ্কাষন ড্রেন পরিস্কার করে জলাবদ্ধতা দূর করেন। ( ছবি ২ ----৯)
এলাকাবাসি জেলা প্রশাসকের প্রতি কৃতজ্ঞতা প্রকাশ করেন।",Photos from DC Zakir Jhenaidah's post,photo,https://www.facebook.com/photo.php?fbid=573470212840078&set=gm.580970738771484&type=3,2016-08-24 10:20:00,34,"['1382516551783227', '10213892193925556', '1254262941301926', '1356905217676360', '232899110530424', '340095633094262', '1431305023630872', '568989039961008', '1199511756802307', '470659129934445', '1515434191806614', '357399228013186', '142829839634487', '804631063050961', '1218634418258539', '672029012987964', '1768415670041755', '1572803629413381', '1780288918903882', '1275949719166306', '1798200230431891', '1280405675354583', '1323385464405666', '10208422702382026', '10211106678132223', '10211320389954083', '1508933695830334', '740413692780827', '1219145218182276', '1031055230332716', '627700760750356', '10154628885454792', '761339120688412', '1389484014395220']",10,"['10153892048956582', '761339120688412', '740413692780827', '10211320389954083', '10208422702382026', '1219145218182276', '1780288918903882', '672029012987964', '142829839634487', '10206201113425163']",0
172177269650835_689863631215527,Rouf Momen,10208422702382026,,Rouf,photo,https://www.facebook.com/photo.php?fbid=10209426770763108&set=gm.698075667063571&type=3,2017-04-16 11:38:57,32,"['1382516551783227', '1356905217676360', '232899110530424', '340095633094262', '855815997904750', '305624413219968', '1199511756802307', '1776863959242296', '10213892193925556', '1955018314739295', '10207224381520171', '932333863616491', '436650413391037', '1158865124220500', '1361814970553286', '142829839634487', '1699573747020138', '216525555527513', '256037394900522', '1768415670041755', '1940280452857595', '1377416985626451', '463859703979877', '1219145218182276', '1912857162260103', '1443833942373973', '1212102995602891', '10206201113425163', '965986613533483', '1166274126781635', '1461815773874728', '1422664587786887']",5,"['10153892048956582', '1219145218182276', '10208422702382026', '1898527077102312', '142829839634487']",4
172177269650835_712037728998117,Uno Shyamnagar,154971718405972,"আজ ০৪ জুন ২০১৭ খ্রি: বিশ্ব পরিবেশ দিবস ও পরিবেশ মেলা এবং জাতীয় বৃক্ষরোপন অভিযান ও বৃক্ষ মেলা ২০১৭ এর উদ্বোধনী অনুষ্ঠানে পরিবেশ রক্ষায় বৃক্ষরোপন ও বন্যপ্রানী সংরক্ষণে বিশেষ অবদান রাখায় গণপ্রজাতন্ত্রী বাংলাদেশের মাননীয় প্রধানমন্ত্রী জনাব মো: কামরুজজামান, উপজেলা নির্বাহী অফিসার, শ্যামনগর, সাতক্ষীরাকে জাতীয় পরিবেশ পদক- ২০১৬ প্রদান করেন।

এই সম্মাননা প্রাপ্তির কারিগর খুলনা বিভাগের মান্যবর বিভাগীয় কমিশনার জনাব মো: আবদুস সামাদ স্যার, জনাব আবুল কাশেম মো: মহিউদ্দিন, জেলা প্রশাসক, সাতক্ষীরা স্যারকে আন্তরিক ধন্যবাদ ও কৃতজ্ঞতা জানাচ্ছি। স্যারদের দিক-নির্দেশনা ও সহযোগিতায় এই সম্মাননা অর্জন সম্ভব হয়েছে।

এছাড়াও আমি বিশেষভাবে কৃতজ্ঞতা জ্ঞাপন করছি জনাব আবু সায়েদ মো: মনজুর আলম, সাবেক উপজেলা নির্বাহী অফিসার, শ্যামনগর, সাতক্ষীরা মহোদয়ের প্রতি। স্যারের অক্লান্ত পরিশ্রমের কল্যানেই শ্যামনগর উপজেলা এ সম্মাননায় ভূষিত হয়েছে। 

ভবিষ্যতেও শ্যামনগর উপজেলায় উন্নয়নের এই ধারা অব্যাহত রাখার জন্য সকলের সহযোগিতা ও দোয়া প্রার্থনা করছি।",Photos from Uno Shyamnagar's post,photo,https://www.facebook.com/photo.php?fbid=132439600659184&set=gm.712037728998117&type=3,2017-06-04 11:24:27,127,"['1454912767937100', '1747439932242848', '10210406991434536', '1304847932971030', '1698584490171444', '1768131670145517', '1393580934070982', '1736000980032574', '1254262941301926', '340095633094262', '10208527744294507', '1806981606281602', '692151837626220', '1463318690392909', '286511621823202', '1473411249412544', '1389165234485657', '146738429237899', '1901536910078255', '1828225217395803', '1688763501414652', '786786564825605', '1881155238815121', '1313230088740767', '852300714945627', '1409976109081050', '319931181766106', '1346667262018725', '1902109670044584', '697537253786533', '1158865124220500', '1361814970553286', '1869977059996186', '1639160289717189', '10211168985877665', '1533843776643775', '784983238307734', '10213728660401600', '1778637332427931', '10206233855680347', '215696425553085', '450524295340232', '1996080267290113', '843400632488987', '10213229101551593', '685754434926361', '1899941173601411', '2005659466334595', '10207955840733189', '10211106678132223', '511136199227286', '696960983803071', '10211714947331975', '447998365586090', '818186808337118', '576454485890549', '1933668416874521', '1943751992525207', '10210442626322584', '1531534833529020', '204910863362818', '1372890386142984', '1477542632305315', '1378933838811199', '10214157538517945', '327387144353706', '753121338169181', '334781610312091', '10208499973970760', '307761869689206', '442481626137469', '1945555928990823', '1176663649126582', '1886233421696984', '1957914257825018', '10154628885454792', '169138066900493', '1942377352711137', '10210405897368537', '1434287606594340', '2028700314016290', '1795401033809613', '1987948604571118', '1245220585586353', '930754947060470', '1219145218182276', '1748584375440805', '1243887048998437', '10206124320266708', '1240184562671125', '1199068010149139', '1171928472893902', '1673992595959738', '1408266282539249', '10210692566363823', '2352023575022044', '10203534575922495', '498332323842862', '1023256414452844', '10205740321866946', '470191093355258', '1028651870614269', '1848454938514289', '10212119170126555', '10210061060217160', '977186439049037', '1833684526854661', '1768415670041755', '1523990467628197', '1321511197900120', '1479255982097015', '1612375958833929', '216494435541231', '1380161458704098', '1372256986179029', '1380800418682932', '263059857527341', '804631063050961', '1021951501240561', '837435936430467', '232170307206444', '654085098133680', '10213792176103437', '1949478375284035', '154971718405972']",15,"['1839790596337509', '804631063050961', '142829839634487', '1409681512384657', '1476448439051818', '10206124320266708', '10214157538517945', '1378933838811199', '1016394715164820', '696960983803071', '1067786256699346', '1639160289717189', '786786564825605', '1688763501414652', '1828225217395803']",4
172177269650835_711094979092392,Md Mofaqkharul Islam Rosul,1389131447806105,,,status,,2017-06-02 08:37:36,49,"['10211906507477751', '10210406991434536', '1382516551783227', '10213865153567405', '1356905217676360', '232899110530424', '1199511756802307', '930754947060470', '797735933734506', '201116727087276', '1321511197900120', '1278141085577190', '1171928472893902', '868765696599493', '2165227060368656', '197393894128155', '307761869689206', '1219145218182276', '1279812998756445', '1311596458960283', '1859586234364626', '418772305172815', '1737424212937604', '158713378010582', '1828336033859719', '313826539078000', '301690030281863', '1372256986179029', '1394064143961126', '1340469556003781', '10210334784538941', '1986156274963391', '1768415670041755', '10205846566961980', '480641818948258', '673544942843038', '474949886202777', '1728120164169558', '220988241679006', '1389131447806105', '1023256414452844', '142829839634487', '855815997904750', '1721369911513515', '451049928615337', '232170307206444', '10212640371391490', '1721002618228413', '1590489644334881']",1,['1219145218182276'],5
172177269650835_709291352606088,Fakhar Uddin Mobarak Shah,804631063050961,,,status,,2017-05-29 04:02:21,17,"['1356905217676360', '232899110530424', '1199511756802307', '1171928472893902', '673544942843038', '1292846824111313', '10154821093377630', '204910863362818', '1279812998756445', '1382516551783227', '1768415670041755', '1219145218182276', '10206201113425163', '142829839634487', '1398894480203406', '1128707847243323', '1588562274489915']",3,"['804631063050961', '142829839634487', '804631063050961']",1
